No,ID,Bus_Stop_Name_MM,Bus_Stop_Name_EN,Township_MM,Township_EN,Road_MM,Road_EN,Latitude,Longitude,Google_Maps_URL,Source
323,1323,သဲကွင်း (အဝင်),Thal Kwin (Inbound),ကြည့်မြင်တိုင်,Kyimyindaing,ကြည့်မြင်တိုင်ကမ်းနားလမ်း,Kyee Myin Daing Kannar Road,16.798582,96.119565,"https://www.google.com/maps?q=16.798582,96.119565",YBS / YRTA Official
324,1324,ဟံသာဝတီ (အဝင်),Hantharwaddy (Inbound),ကြည့်မြင်တိုင်,Kyimyindaing,အထက်ကြည့်မြင်တိုင်လမ်း,Upper Kyee Myin Daing Road,16.816843,96.123666,"https://www.google.com/maps?q=16.816843,96.123666",YBS / YRTA Official
325,1325,ဟုမ်းလမ်း (အဝင်),Home Lan (Inbound),ကြည့်မြင်တိုင်,Kyimyindaing,အောက်ကြည့်မြင်တိုင်လမ်း,Lower Kyee Myin Daing Road,16.798038,96.13011,"https://www.google.com/maps?q=16.798038,96.130110",YBS / YRTA Official
326,1326,(၉) ထပ်ကြီး (အဝင်),Koe Htat Kyee (Inbound),စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.802771,96.125289,"https://www.google.com/maps?q=16.802771,96.125289",YBS / YRTA Official
327,1327,မဟာမြိုင် (အဝင်),Mahar Myaing (Inbound),စမ်းချောင်း,Sanchaung,ပြည်လမ်း,Pyay Road,16.811647,96.136635,"https://www.google.com/maps?q=16.811647,96.136635",YBS / YRTA Official
328,1328,မြေနီကုန်း (အဝင်),Myaynigone (Inbound),စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.799713,96.134285,"https://www.google.com/maps?q=16.799713,96.134285",YBS / YRTA Official
329,1329,မြေနီကုန်း (ပြည်လမ်း) (အဝင်),Myaynigone (Pyay Road) (Inbound),စမ်းချောင်း,Sanchaung,ပြည်လမ်း,Pyay Road,16.801495,96.138022,"https://www.google.com/maps?q=16.801495,96.138022",YBS / YRTA Official
330,1330,ရှမ်းလမ်း (အဝင်),Shan Lan (Inbound),စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.806697,96.130723,"https://www.google.com/maps?q=16.806697,96.130723",YBS / YRTA Official
331,1331,ရွှေမန်း (အဝင်),Shwe Man (Inbound),စမ်းချောင်း,Sanchaung,ဗားဂရာလမ်း,Bargayar Road,16.799332,96.134999,"https://www.google.com/maps?q=16.799332,96.134999",YBS / YRTA Official
332,1332,ဟံသာဝတီ (အဝင်),Hantharwaddy (Inbound),စမ်းချောင်း,Sanchaung,ပြည်လမ်း,Pyay Road,16.816884,96.135327,"https://www.google.com/maps?q=16.816884,96.135327",YBS / YRTA Official
333,1333,စာတိုက်ကြီး (အဝင်),Sar Taik Kyee (Inbound),ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.773866,96.166071,"https://www.google.com/maps?q=16.773866,96.166071",YBS / YRTA Official
334,1334,ပန်းဆိုးတန်း (ကမ်းနားလမ်း) (အဝင်),Pansodan (Strand) (Inbound),ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.764473,96.163037,"https://www.google.com/maps?q=16.764473,96.163037",YBS / YRTA Official
335,1335,ဗဟိုရုံး (အဝင်),Baho Yone (Inbound),ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.771007,96.167418,"https://www.google.com/maps?q=16.771007,96.167418",YBS / YRTA Official
336,1336,ဗိုလ်တထောင်ဘုရား (အဝင်),Botahtaung Paya (Inbound),ဆိပ်ကမ်း,Seikkan,ကမ်းနားလမ်း,Strand Road,16.76726,96.173917,"https://www.google.com/maps?q=16.767260,96.173917",YBS / YRTA Official
337,1337,ကုလားဈေး (အဝင်),Kalar Zay (Inbound),တာမွေ,Tamwe,အရှေ့မြင်းပြိုင်လမ်း,East Horse Race Course Road,16.818599,96.171442,"https://www.google.com/maps?q=16.818599,96.171442",YBS / YRTA Official
338,1338,ကျောက်မြောင်းဈေး (အဝင်),Kyauk Myaung Zay (Inbound),တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.803571,96.180276,"https://www.google.com/maps?q=16.803571,96.180276",YBS / YRTA Official
339,1339,တာမွေဈေး / တာမွေဗလီ (အဝင်),Tamwe Zay/ Tamwe Bali (Inbound),တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.811281,96.173907,"https://www.google.com/maps?q=16.811281,96.173907",YBS / YRTA Official
340,1340,တာမွေပလာဇာ (အဝင်),Tamwe Plaza (Inbound),တာမွေ,Tamwe,သမိန်ဗရမ်းလမ်း,Thamain Bayan Road,16.810681,96.172139,"https://www.google.com/maps?q=16.810681,96.172139",YBS / YRTA Official
341,1341,ဗျိုင်းရေအိုးစင် (အဝင်),Byaing Yae Oh Sin (Inbound),တာမွေ,Tamwe,ဗညားဒလလမ်း,Banyardala Road,16.81062,96.175831,"https://www.google.com/maps?q=16.810620,96.175831",YBS / YRTA Official
342,1342,အလုပ်သမားဆေးရုံကြီး (အဝင်),Alote Thamar Say Yone (Inbound),တာမွေ,Tamwe,ကျိုက္ကဆံလမ်း,Kyaikkasan Road,16.795921,96.174101,"https://www.google.com/maps?q=16.795921,96.174101",YBS / YRTA Official
343,1343,အဝိုင်းထိပ် / တာမွေ (အဝင်),Awine Htate/ Tamwe (Inbound),တာမွေ,Tamwe,အနောက်မြင်းပြိုင်လမ်း,West Horse Race Course Road,16.812942,96.16733,"https://www.google.com/maps?q=16.812942,96.167330",YBS / YRTA Official
344,1344,အာသောက (အဝင်),Arthawka (Inbound),တာမွေ,Tamwe,သမိန်ဗရမ်းလမ်း,Thamain Bayan Road,16.809955,96.180557,"https://www.google.com/maps?q=16.809955,96.180557",YBS / YRTA Official
345,1345,ကန်ကုန်း (အဝင်),Kan Kone (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.271399,95.955015,"https://www.google.com/maps?q=17.271399,95.955015",YBS / YRTA Official
346,1346,ကုန်းကွေ့ (အဝင်),Gone Kwae (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.206649,95.959863,"https://www.google.com/maps?q=17.206649,95.959863",YBS / YRTA Official
347,1347,ကျွန်းချောင်း (အဝင်),Kyun Chaung (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.209787,95.966212,"https://www.google.com/maps?q=17.209787,95.966212",YBS / YRTA Official
348,1348,တိုက်ကြီးခန်းမ (အဝင်),Taik Kyi Khan Ma (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.315056,95.969658,"https://www.google.com/maps?q=17.315056,95.969658",YBS / YRTA Official
349,1349,တိုက်ကြီးဈေး (အဝင်),Taik Kyi Zay (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.311966,95.959201,"https://www.google.com/maps?q=17.311966,95.959201",YBS / YRTA Official
350,1350,မြောင်းတကာတာဆုံ (အဝင်),Myaung Takar Tar Sone (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.185698,95.979179,"https://www.google.com/maps?q=17.185698,95.979179",YBS / YRTA Official
351,1351,ရွှေမြယာ (အဝင်),Shwe Mya Yar (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.245454,95.960188,"https://www.google.com/maps?q=17.245454,95.960188",YBS / YRTA Official
352,1352,အင်းယက်ကြီး (အဝင်),Inn Yat Kyee (Inbound),တိုက်ကြီး,Taikkyi,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.25026,95.961191,"https://www.google.com/maps?q=17.250260,95.961191",YBS / YRTA Official
353,1353,(၁၈) ကွေ့ (အဝင်),Sae-shit Kwae (18 Kwae) (Inbound),တောင်ဒဂုံ,South Dagon,စည်ပင်လမ်း,Si Pin Road,16.860686,96.230806,"https://www.google.com/maps?q=16.860686,96.230806",YBS / YRTA Official
354,1354,(၃၂) ဂိတ် (အဝင်),Thone-Sae-Hnit Gate (32 Gate) (Inbound),တောင်ဒဂုံ,South Dagon,ကျွန်းရွှေဝါလမ်း,Kyun Shwe Wah Road,16.820989,96.266654,"https://www.google.com/maps?q=16.820989,96.266654",YBS / YRTA Official
355,1355,(၆၂) (အဝင်),Chauk-Sae-Hnit (62) (Inbound),တောင်ဒဂုံ,South Dagon,ရတနာပုံလမ်း,Yadanarpon Road,16.878447,96.253868,"https://www.google.com/maps?q=16.878447,96.253868",YBS / YRTA Official
356,1356,ကားကြီးဂိတ် (အဝင်),Kar Gyi Gate (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.846624,96.206158,"https://www.google.com/maps?q=16.846624,96.206158",YBS / YRTA Official
357,1357,ကားလေးဂိတ် (အဝင်),Kar Lay Gate (Inbound),တောင်ဒဂုံ,South Dagon,လှော်ကားလမ်း,Hlawga Road,16.85203,96.240285,"https://www.google.com/maps?q=16.852030,96.240285",YBS / YRTA Official
358,1358,ကုန်တိုက် (အဝင်),Kone Taik (Inbound),တောင်ဒဂုံ,South Dagon,လှော်ကားလမ်း,Hlawga Road,16.845095,96.233044,"https://www.google.com/maps?q=16.845095,96.233044",YBS / YRTA Official
359,1359,ကုန်ပဒေသာ (အဝင်),Kone Padaythar (Inbound),တောင်ဒဂုံ,South Dagon,စည်ပင်လမ်း,Si Pin Road,16.854708,96.228977,"https://www.google.com/maps?q=16.854708,96.228977",YBS / YRTA Official
360,1360,ကျောက်လမ်း (အဝင်),Kyauk Lan (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.882836,96.234379,"https://www.google.com/maps?q=16.882836,96.234379",YBS / YRTA Official
361,1361,ဂျီအီးစီ (အဝင်),G.E.C (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.840174,96.224521,"https://www.google.com/maps?q=16.840174,96.224521",YBS / YRTA Official
362,1362,စီးပွားရေးတက္ကသိုလ် (အဝင်),See Pwar Yay Takke Tho (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.927396,96.268948,"https://www.google.com/maps?q=16.927396,96.268948",YBS / YRTA Official
363,1363,စက်မှုဇုံ (၂) (အဝင်),Set Hmu Zone Hnit (2) (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.839217,96.226927,"https://www.google.com/maps?q=16.839217,96.226927",YBS / YRTA Official
364,1364,စက်မှုဇုံဈေး (အဝင်),Set Hmu Zone Zay (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.834102,96.233941,"https://www.google.com/maps?q=16.834102,96.233941",YBS / YRTA Official
365,1365,စစ်တောင်းလမ်းထိပ် (အဝင်),Sittaung Lan Htate (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.828935,96.238372,"https://www.google.com/maps?q=16.828935,96.238372",YBS / YRTA Official
366,1366,ဆေးရုံရှေ့ (အဝင်),Say Yon Shae (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.894658,96.235618,"https://www.google.com/maps?q=16.894658,96.235618",YBS / YRTA Official
367,1367,ဆောက်လုပ်ရေး (အဝင်),Sauk Lote Yae (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.826054,96.241989,"https://www.google.com/maps?q=16.826054,96.241989",YBS / YRTA Official
368,1368,ညောင်ပင် (အဝင်),Nyaung Pin (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.902514,96.24552,"https://www.google.com/maps?q=16.902514,96.245520",YBS / YRTA Official
369,1369,တံတားဖြူ (အဝင်),Tadar Phyu (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.86191,96.213173,"https://www.google.com/maps?q=16.861910,96.213173",YBS / YRTA Official
370,1370,တောင်/မြောက်လမ်းဆုံ (အဝင်),Taung Myauk Lan Sone (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.858393,96.217394,"https://www.google.com/maps?q=16.858393,96.217394",YBS / YRTA Official
371,1371,တစ်ရာ့လေးဆယ် (အဝင်),Tayar-Lay-Sae (140) (Inbound),တောင်ဒဂုံ,South Dagon,အမှတ်(၂)လမ်းမ,No. 2 Main Road,16.918101,96.252714,"https://www.google.com/maps?q=16.918101,96.252714",YBS / YRTA Official
372,1372,ပန်းခြံ (အဝင်),Pan Chan (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.847376,96.217831,"https://www.google.com/maps?q=16.847376,96.217831",YBS / YRTA Official
373,1373,ဧရာဝတီလမ်းထိပ် (အဝင်),Ayeyarwaddy Lan Htate (Inbound),တောင်ဒဂုံ,South Dagon,ပြည်ထောင်စုလမ်းမကြီး,Pyi Htaung Su Main Road,16.836628,96.232929,"https://www.google.com/maps?q=16.836628,96.232929",YBS / YRTA Official
374,1374,(၁၄/၁၅) လမ်းဆုံ (အဝင်),(14/15) Lan Sone (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.839248,96.187391,"https://www.google.com/maps?q=16.839248,96.187391",YBS / YRTA Official
375,1375,(၃၁) ဂိတ် (အဝင်),Thone-sae-tit Gate (31 Gate) (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.853781,96.190258,"https://www.google.com/maps?q=16.853781,96.190258",YBS / YRTA Official
376,1376,၁၃ လမ်း (အဝင်),13 Lan (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,မေတ္တာလမ်း,Metta Road,16.846549,96.188579,"https://www.google.com/maps?q=16.846549,96.188579",YBS / YRTA Official
377,1377,ကေတုမာလာကွေ့ (အဝင်),Kaytu Marlar Kwae (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.859881,96.169619,"https://www.google.com/maps?q=16.859881,96.169619",YBS / YRTA Official
378,1378,ဂန္ဓမာဟိုးဆေး (အဝင်),Gandamar Wholesale (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.861092,96.159008,"https://www.google.com/maps?q=16.861092,96.159008",YBS / YRTA Official
379,1379,စီမံကိန်း (အဝင်),Se Man Kane (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.846653,96.196195,"https://www.google.com/maps?q=16.846653,96.196195",YBS / YRTA Official
380,1380,တောင်ဥက္ကလာစာတိုက် (အဝင်),Taung Okkalar Sar Taik (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သစ္စာလမ်း,Thitsar Road,16.843426,96.183934,"https://www.google.com/maps?q=16.843426,96.183934",YBS / YRTA Official
381,1381,တောင်ဥက္ကလာပဘုရား (အဝင်),Taung Okkalar Paya (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.85215,96.188896,"https://www.google.com/maps?q=16.852150,96.188896",YBS / YRTA Official
382,1382,နန္ဒဝန်ဈေး (အဝင်),Nandawun Zay (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.852283,96.171335,"https://www.google.com/maps?q=16.852283,96.171335",YBS / YRTA Official
383,1383,ပဒေသာ (အဝင်),Padaythar (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.846674,96.186609,"https://www.google.com/maps?q=16.846674,96.186609",YBS / YRTA Official
384,1384,ပါရမီ (အဝင်),Parami (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.856055,96.171697,"https://www.google.com/maps?q=16.856055,96.171697",YBS / YRTA Official
385,1385,ပင်းယ (အဝင်),Pinya (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.862917,96.172812,"https://www.google.com/maps?q=16.862917,96.172812",YBS / YRTA Official
386,1386,ဗဟိုစျေး (အဝင်),Baho Zay (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.840372,96.170814,"https://www.google.com/maps?q=16.840372,96.170814",YBS / YRTA Official
387,1387,ဘေလီ (အဝင်),Bay Li (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ပါရမီလမ်း,Parami Road,16.859908,96.172712,"https://www.google.com/maps?q=16.859908,96.172712",YBS / YRTA Official
388,1388,မြင်သာဈေး (အဝင်),Myin Thar Zay (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သံသုမာလမ်း,Thanthumar Road,16.855551,96.186651,"https://www.google.com/maps?q=16.855551,96.186651",YBS / YRTA Official
389,1389,ဟံသာဝတီလမ်း (အဝင်),Hantharwaddy Road (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,ဝေဇယန္တာလမ်း,Waizayanta Road,16.841186,96.174598,"https://www.google.com/maps?q=16.841186,96.174598",YBS / YRTA Official
390,1390,အင်းဝ (အဝင်),Inwa (Inbound),တောင်ဥက္ကလာပ,South Okkalapa,သုမင်္ဂလာလမ်း,Thu Mingalar Road,16.849053,96.176736,"https://www.google.com/maps?q=16.849053,96.176736",YBS / YRTA Official
391,1391,(၁၆) ဂိတ် (အဝင်),Sae-Chauk Gate (16 Gate) (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.111384,96.058782,"https://www.google.com/maps?q=17.111384,96.058782",YBS / YRTA Official
392,1392,(၂) ဂိတ် (အဝင်),Hnit Gate (2 Gate) (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.066163,96.118515,"https://www.google.com/maps?q=17.066163,96.118515",YBS / YRTA Official
393,1393,(၈၂) (အဝင်),Shit-Sae-Hnit (82) (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.051541,96.11781,"https://www.google.com/maps?q=17.051541,96.117810",YBS / YRTA Official
394,1394,(၉) ဂိတ် (အဝင်),Nine Gate (9 Gate) (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.056612,96.120353,"https://www.google.com/maps?q=17.056612,96.120353",YBS / YRTA Official
395,1395,(၉၁) ဂိတ် (အဝင်),Koe-Sae-Tit Gate (91 Gate) (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.101347,96.086925,"https://www.google.com/maps?q=17.101347,96.086925",YBS / YRTA Official
396,1396,ကြက်ဖြူကန် (အဝင်),Kyat Phyu Kan (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.081941,96.101683,"https://www.google.com/maps?q=17.081941,96.101683",YBS / YRTA Official
397,1397,စမ်းချောင်းပေါက် (အဝင်),San Chaung Pauk (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.095868,96.096383,"https://www.google.com/maps?q=17.095868,96.096383",YBS / YRTA Official
398,1398,ထောက်ကြန့်လမ်းဆုံ (အဝင်),Htauk Kyant Lan Sone (Inbound),ထောက်ကြန့်,Htaukkyant,အမှတ်(၂)လမ်းမ,No. 2 Main Road,17.039306,96.136565,"https://www.google.com/maps?q=17.039306,96.136565",YBS / YRTA Official
399,1399,ဗိုလ်သင်တန်း (အဝင်),Bo Thin Tan (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.101361,96.07508,"https://www.google.com/maps?q=17.101361,96.075080",YBS / YRTA Official
400,1400,မီးစက် (အဝင်),Mee Sat (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.077935,96.10903,"https://www.google.com/maps?q=17.077935,96.109030",YBS / YRTA Official
401,1401,မော်တော်ယာဉ် (အဝင်),Maw Taw Yin (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.105455,96.07073,"https://www.google.com/maps?q=17.105455,96.070730",YBS / YRTA Official
402,1402,ရဲဘော်ဈေး (အဝင်),Ye Baw Zay (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.097937,96.092628,"https://www.google.com/maps?q=17.097937,96.092628",YBS / YRTA Official
403,1403,လေတပ် (အဝင်),Lay Tat (Inbound),ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.109992,96.074291,"https://www.google.com/maps?q=17.109992,96.074291",YBS / YRTA Official
404,1404,ကျောက်တိုင် (အဝင်),Kyauk Taing (Inbound),ဒဂုံ,Dagon,ZOOLOGICAL Garden Road,ZOOLOGICAL Garden Road,16.787945,96.158031,"https://www.google.com/maps?q=16.787945,96.158031",YBS / YRTA Official
405,1405,စိန်ဂျွန်း (အဝင်),Sein Gyun (Inbound),ဒဂုံ,Dagon,ပြည်လမ်း,Pyay Road,16.78217,96.148193,"https://www.google.com/maps?q=16.782170,96.148193",YBS / YRTA Official
406,1406,တောင်ဘက်မုခ် (အဝင်),Taung Phat Moke (Shwedagon South Gate) (Inbound),ဒဂုံ,Dagon,Shwedagon Pagoda Road,Shwedagon Pagoda Road,16.790864,96.153231,"https://www.google.com/maps?q=16.790864,96.153231",YBS / YRTA Official
407,1407,ပဲခူးကလပ် (အဝင်),Bago Kalat (Inbound),ဒဂုံ,Dagon,ပြည်လမ်း,Pyay Road,16.783721,96.141387,"https://www.google.com/maps?q=16.783721,96.141387",YBS / YRTA Official
408,1408,မြောက်ဘက်မုခ် (အဝင်),Myauk Phat Moke (Shwedagon North Gate) (Inbound),ဒဂုံ,Dagon,အာဇာနည်လမ်း,RZarNi Road,16.802714,96.14697,"https://www.google.com/maps?q=16.802714,96.146970",YBS / YRTA Official
409,1409,လေဟာပြင်စျေး (အဝင်),Lay Har Pyin Zay (Inbound),ဒဂုံ,Dagon,Shwedagon Pagoda Road,Shwedagon Pagoda Road,16.776352,96.155656,"https://www.google.com/maps?q=16.776352,96.155656",YBS / YRTA Official
410,1410,ဟယ်(လ်)ပင် (အဝင်),Halpin (Inbound),ဒဂုံ,Dagon,ပြည်လမ်း,Pyay Road,16.786005,96.140886,"https://www.google.com/maps?q=16.786005,96.140886",YBS / YRTA Official
411,1411,အရှေ့ဘက်မုခ် (အဝင်),Ashae Phat Moke (Shwedagon East Gate) (Inbound),ဒဂုံ,Dagon,အာဇာနည်လမ်း,RZarNi Road,16.803247,96.156899,"https://www.google.com/maps?q=16.803247,96.156899",YBS / YRTA Official
412,1412,(၁၁) လမ်း (အဝင်),Sae-Tit Lan (11 Lan) (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,ကျွန်းရွှေဝါလမ်း,Kyun Shwe Wah Road,16.81929,96.264994,"https://www.google.com/maps?q=16.819290,96.264994",YBS / YRTA Official
413,1413,(၈၉) ကွေ့ (အဝင်),Shit-sae-koe Kwae (89 Kwae) (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Kun At Min Thar Road,Kun At Min Thar Road,16.840086,96.284012,"https://www.google.com/maps?q=16.840086,96.284012",YBS / YRTA Official
414,1414,ကနောင်ကွေ့ (အဝင်),Kanaung Kwae (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Kanaung Minthargyi Road,Kanaung Minthargyi Road,16.836138,96.28039,"https://www.google.com/maps?q=16.836138,96.280390",YBS / YRTA Official
415,1415,ပိတောက်ကွေ့ (အဝင်),Padauk Kwae (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,ကျွန်းရွှေဝါလမ်း,Kyun Shwe Wah Road,16.82581,96.265846,"https://www.google.com/maps?q=16.825810,96.265846",YBS / YRTA Official
416,1416,မုခ်ဦး (ယုဇနဥယျာဉ်) (အဝင်),Moke Oo Yuzana Garden (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Bago River Road,Bago River Road,16.835412,96.272474,"https://www.google.com/maps?q=16.835412,96.272474",YBS / YRTA Official
417,1417,မြနန္ဒာ (အဝင်),Mya Nandar (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Bago River Road,Bago River Road,16.83629,96.259487,"https://www.google.com/maps?q=16.836290,96.259487",YBS / YRTA Official
418,1418,ရတနာလမ်း (အဝင်),Yadanar Lan (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Bago River Road,Bago River Road,16.838128,96.245023,"https://www.google.com/maps?q=16.838128,96.245023",YBS / YRTA Official
419,1419,ရွှေလီလမ်း (အဝင်),Shwe Li Road (Inbound),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Shwe Li Road,Shwe Li Road,16.830275,96.243737,"https://www.google.com/maps?q=16.830275,96.243737",YBS / YRTA Official
420,1420,(၃) ဂိတ်ဟောင်း (အဝင်),Thone Gate Haung (3 Gate) (Inbound),ဒေါပုံ,Dawbon,မြင်တော်သာလမ်း,Myintawthar Road,16.779217,96.199734,"https://www.google.com/maps?q=16.779217,96.199734",YBS / YRTA Official
421,1421,ဓမ္မာရုံ (အဝင်),Dhamar Yon (Inbound),ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.772864,96.193482,"https://www.google.com/maps?q=16.772864,96.193482",YBS / YRTA Official
422,1422,မာန်ပြေ (အဝင်),Man Pyae (Inbound),ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.774467,96.194572,"https://www.google.com/maps?q=16.774467,96.194572",YBS / YRTA Official
423,1423,ရန်ပြေ (အဝင်),Yan Pyay (Inbound),ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.777633,96.192076,"https://www.google.com/maps?q=16.777633,96.192076",YBS / YRTA Official
424,1424,ဝါဆို (အဝင်),Warso (Inbound),ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.784731,96.179769,"https://www.google.com/maps?q=16.784731,96.179769",YBS / YRTA Official
425,1425,သင်္ဘောကျင်း (အဝင်),Thinbaw Kyin (Inbound),ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.783307,96.184787,"https://www.google.com/maps?q=16.783307,96.184787",YBS / YRTA Official
